fragment	n.	조각, 파편	2
fraud	n.	사기, 사기꾼	2
freight	n.	화물, 짐	2
frowned	v.	얼굴을 찡그렸다, 눈살을 찌푸렸다(frown의 과거)	1
furnish	v.	제공하다, 갖추어 주다	2
furtively	adv.	몰래, 슬그머니	3
gayly	adv.	명랑하게, 즐겁게(gaily의 옛 철자)	3
glittering	adj.	반짝이는, 눈부신	2
gloomy	adj.	우울한, 어두침침한	2
gravity	n.	진지함, 엄숙함, 중대함	2
halfbreed	n.	혼혈아(백인·인디언 혼혈, 인전 조를 가리킴; 현대에는 비하어)	3
halting	adj.	머뭇거리는, 더듬거리는	2
handkerchief	n.	손수건	1
harassed	adj., v.	시달린, 괴롭힘을 당한(harass의 과거)	2
hender	v.	방해하다, 막다(hinder의 사투리)	3
hesitatingly	adv.	머뭇거리며, 주저하며	2
hiding-place	n.	은신처, 숨는 곳	2
holler	v., n.	소리치다, 고함(미국 구어)	3
horsewhipped	v.	말채찍으로 후려쳤다(horsewhip의 과거)	3
hurled	v.	세게 던졌다, 내던졌다(hurl의 과거)	2
hymn-book	n.	찬송가책	2
illuminate	v.	비추다, 밝히다	2
infernal	adj.	지옥의, 지긋지긋한, 지독한(구어)	3
inspection	n.	검사, 점검	2
jingo	int.	이런!, 맙소사!(by jingo: 가벼운 맹세·감탄)	3
judgment	n.	판단, 심판, 판결(judgment day: 심판의 날)	2
keel	n.	(배의) 용골, 배 밑바닥	3
kite	n.	연	1
labyrinth	n.	미로	3
lady-bug	n.	무당벌레	2
lash	v., n.	채찍질하다, 채찍	2
leaf	n.	나뭇잎, (책의) 낱장	1
liar	n.	거짓말쟁이	1
lonesome	adj.	외로운, 쓸쓸한(미국 구어)	2
lookout	n.	망보기, 감시, 전망	2
matches	n., v.	성냥, 짝, 어울리다	1
mayor	n.	시장(市長)	1
misgivings	n.	불안, 걱정, 의구심	3
missis	n.	마님, 부인(mistress/Mrs.의 구어)	3
muttered	v.	중얼거렸다(mutter의 과거)	2
namely	adv.	즉, 다시 말해	2
nightfall	n.	해질녘, 땅거미	2
nightly	adv., adj.	밤마다, 매일 밤의	2
nuff	adj., adv.	충분한, 충분히(enough의 구어)	3
o	int., prep.	오!(감탄사), ~의(of의 구어 축약 o')	3
ole	adj.	늙은, 오래된(old의 사투리)	3
oppressed	adj., v.	짓눌린, 답답한, 억눌렀다(oppress의 과거)	2
outcast	n.	버림받은 사람, 추방자	3
overlook	v.	내려다보다, 간과하다	2
overwhelm	v.	압도하다, 휩쓸다	2
owl	n.	올빼미, 부엉이	1
pail	n.	양동이	2
pard	n.	친구, 동료(partner의 미국 서부 구어)	3
percussion-cap	n.	뇌관(총의 격발용 화약 캡)	3
pervading	adj., v.	널리 퍼진, 스며드는	3
pinchbug	n.	집게벌레(사슴벌레의 일종, 미국 구어)	3
piracy	n.	해적질, 해적 행위	2
plainly	adv.	분명히, 솔직히, 수수하게	2
poodle	n.	푸들(개)	1
port	n.	항구, (배의) 좌현	2
preparation	n.	준비	1
privilege	n.	특권, 특혜	2
proudest	adj.	가장 자랑스러운(proud의 최상급)	1
pulpit	n.	설교단, 강단	3
quack	n., v.	돌팔이 의사, 꽥꽥 울다	3
quarrel	n., v.	말다툼, 다투다	2
ransacked	v.	샅샅이 뒤졌다, 약탈했다(ransack의 과거)	3
rap	n., v.	똑똑 두드림, 두드리다	2
reel	v., n.	비틀거리다, 휘청거리다, 얼레	3
regalia	n.	예복, 화려한 장식·복장	3
relapse	n., v.	재발, 다시 빠져들다	3
required	v., adj.	요구했다, 필요했다(require의 과거), 필수의	1
rubbage	n.	쓰레기, 헛소리(rubbish의 사투리)	3
sandbar	n.	모래톱, 사주	3
sandy	adj.	모래의, 모래빛의	1
sash	n.	창틀(내리닫이 창의 틀), 띠	3
school-house	n.	학교 건물, 교사(校舍)	2
schoolmaster	n.	교장, 남자 교사(옛말)	3
schoolmates	n.	학교 친구들	1
scrawl	v., n.	휘갈겨 쓰다, 갈겨쓴 글씨	3
scuffle	n., v.	난투, 몸싸움하다	3
shallow	adj.	얕은	1
shining	adj.	빛나는, 반짝이는	1
shove	v.	밀치다, 떠밀다	2
signpainter	n.	간판장이, 간판 그리는 사람	3
smarty	n.	잘난 척하는 녀석, 아는 체하는 사람(구어)	3
smote	v.	세게 쳤다, 강타했다(smite의 과거, 문어)	3
snake	n.	뱀	1
spade	n.	삽	2
spile	v.	망치다(spoil의 사투리)	3
stabboard	n.	우현(배의 오른쪽; starboard의 사투리)	3
stalactite	n.	종유석	3
stalagmite	n.	석순	3
stealthily	adv.	몰래, 살금살금	3
stolid	adj.	무덤덤한, 둔감한	3
straw	n.	짚, 밀짚	1
subdued	adj., v.	가라앉은, 차분해진, 억눌린	2
superstition	n.	미신	2
suspender	n.	멜빵	2
swag	n.	훔친 물건, 장물(도둑 은어)	3
tallow	n.	수지(獸脂), 짐승 기름(양초 원료)	3
testified	v.	증언했다(testify의 과거)	2
thimble	n.	골무	3
threatening	adj., v.	위협적인, 험악한	2
to-night	adv., n.	오늘 밤(tonight의 옛 철자)	1
tourist	n.	관광객	1
tranquil	adj.	고요한, 평온한	2
trembled	v.	떨렸다, 떨었다(tremble의 과거)	2
trembling	adj., v.	떨리는, 떨고 있는	2
triumph	n., v.	승리, 의기양양함, 승리하다	2
troop	n., v.	무리, 떼, 무리 지어 가다	2
uneasiness	n.	불안, 걱정	2
upward	adv., adj.	위쪽으로, 위로 향한	1
vestibule	n.	현관, 입구 홀	3
victory	n.	승리	1
vines	n.	덩굴, 포도나무	1
war-whoop	n.	(인디언식) 전투 함성	3
water-drip	n.	물방울 떨어짐, 물 떨어지는 소리	3
waver	v.	흔들리다, 망설이다	2
weaken	v.	약해지다, 약하게 하다, 마음이 꺾이다	1
weigh	v.	무게를 달다, 무게가 ~이다, 짓누르다	1
where'd	adv., v.	어디로 ~했나(where did의 축약)	1
whoop	n., v.	함성, 환호성, 소리 지르다	3
wink	v., n.	윙크하다, 눈을 깜빡이다, 눈짓	1
wipe	v.	닦다, 훔치다	1
worthy	adj.	가치 있는, ~할 만한, 훌륭한	2
wring	v.	쥐어짜다, (손을) 비틀다	3
wrought	v., adj.	만들었다, 일으켰다(work의 옛 과거), 감정이 격해진(wrought up)	3
a-fishing	v.	낚시하러(가는), 낚시하고 있는(fishing의 옛 구어형)	3
a-standing	v.	서 있는(standing의 옛 구어형)	3
abash	v.	무안하게 하다, 당황하게 하다	3
accused	v., adj.	고발했다, 비난했다(accuse의 과거), 고발당한	2
additions	n.	추가, 덧붙인 것, 덧셈	1
administered	v.	(벌·약을) 가했다, 주었다, 집행했다(administer의 과거)	3
adoration	n.	흠모, 숭배	3
agin	prep., adv.	~에 반대하여, ~에 기대어(against의 사투리), 다시(again의 사투리)	3
agreeable	adj.	기분 좋은, 쾌적한, 동의하는	2
ails	v.	괴롭히다, 아프게 하다(what ails you: 어디가 아프냐)	3
aladdin	n.	알라딘(아라비안나이트의 인물)	2
alloy	n.	섞인 것, 흠, 합금(without alloy: 티 없는)	3
amen	int.	아멘	1
andiron	n.	장작 받침쇠(벽난로용)	3
ant	n.	개미	1
apiece	adv.	각각, 하나에	2
appetite	n.	식욕, 욕구	2
argue	v.	논쟁하다, 주장하다	1
arose	v.	일어났다, 생겼다(arise의 과거)	2
aspect	n.	모습, 표정, 측면	2
assent	n., v.	동의, 찬성하다	3
assist	v.	돕다	1
assumed	v.	(태도를) 취했다, 가장했다, 추정했다(assume의 과거)	2
astronomer	n.	천문학자	2
attorney	n.	변호사	2
august	adj., n.	위엄 있는, 당당한, 8월	3
bait	n., v.	미끼, 미끼를 달다	2
banging	v., n.	쾅쾅 치는, 쾅 소리	1
barley-corn	n.	보리알(사마귀 없애는 주문 속 말)	3
beaded	adj.	구슬 같은, 방울이 맺힌(beaded sweat: 구슬땀)	3
bedpost	n.	침대 기둥	2
bees	n.	벌들	1
befriend	v.	친구가 되어 주다, 돕다	2
benediction	n.	축도, 축복 기도	3
betook	v.	(몸을) 옮겼다, 갔다(betake oneself의 과거, 문어)	3
billy	n.	빌리(사람 이름, 애칭)	1
blanched	v., adj.	창백해졌다, 하얗게 질린(blanch의 과거)	3
bleeve	v.	믿다(believe의 사투리)	3
blubber	v.	엉엉 울다, 훌쩍이다	3
boiled	v., adj.	끓였다, 삶은	1
borne	v.	견뎠다, 지녔다, 옮겨졌다(bear의 과거분사)	2
boundless	adj.	끝없는, 무한한	2
bowie-knife	n.	보위 나이프(날이 길고 넓은 사냥칼)	3
brim	n.	가장자리, (모자의) 챙, 넘칠 듯한 상태	2
brimful	adj.	넘칠 듯 가득 찬	3
bristling	adj., v.	빳빳이 선, 곤두선, 잔뜩 성난	3
broken-hearted	adj.	상심한, 비탄에 잠긴	2
buffalo	n.	들소, 버팔로	1
bug	n.	벌레, 곤충	1
cadets	n.	사관생도, (금주 소년단) 단원(Cadets of Temperance)	2
cannon	n.	대포	1
captain	n.	선장, 대장	1
ceaseless	adj.	끊임없는	3
cellar	n.	지하 저장고, 지하실	2
