geeminy	int.	이런, 세상에(놀람의 감탄사, jiminy의 변형)	3
gems	n.	보석	2
gen'ally	adv.	대개, 보통(generally의 구어 축약)	3
generation	n.	세대	1
genial	adj.	다정한, 상냥한	3
geniality	n.	다정함, 온화함	3
gently-snoring	adj.	조용히 코 고는	3
genuwyne	adj.	진짜의(genuine의 사투리 철자)	3
gesticulation	n.	몸짓, 손짓	3
gifts	n.	선물, 재능	1
giggles	n., v.	킥킥 웃음, 킥킥 웃다	2
gilding	v.	금빛으로 물들이다, 금박을 입히다	3
gilead	n.	길르앗(성경 지명, '길르앗의 유향'=치료의 향유)	3
girded	v.	(허리를) 동여매다, 단단히 준비하다(gird의 과거)	3
giveth	v.	주다(give의 옛 3인칭 단수형, 성경체)	3
glad-hearted	adj.	마음이 즐거운, 흥겨운	3
gladhearted	adj.	마음이 즐거운, 흥겨운	3
glides	v.	미끄러지듯 움직이다	2
gloated	v.	흡족해하다, 고소하다는 듯 바라보다	3
gloating	v., n.	흡족해하다, 고소한 듯 바라봄	3
gloomy-browed	adj.	침울한 표정의	3
gloriously	adv.	영광스럽게, 멋지게	2
gnawing	adj., v.	갉아먹는, (양심이) 괴롭히는, 갉아먹다	2
goatee	n.	염소수염	3
god'll	n., v.	하느님이 ~하실 것이다(God will의 축약)	2
goggles	n.	보안경, 색안경, 고글	2
goliah	n.	골리앗(Goliath의 변형 철자, 성경 속 거인)	3
good-hearted	adj.	마음씨 착한	2
good-heartedness	n.	착한 마음씨	3
good-licks	int.	이야, 야호(놀람·기쁨의 감탄사, 소년 속어)	3
goodly	adj.	훌륭한, 상당한(옛말)	3
goose	n.	거위, 바보	1
gorgeous	adj.	화려한, 아주 멋진	2
gorgeousness	n.	화려함	3
gospel	n.	복음, 절대적 진리	2
graceful	adj.	우아한	2
grain	n.	곡물, 알갱이, 조금	1
granny	n.	할머니	2
grape-vines	n.	포도덩굴	2
grapes	n.	포도	1
grappled	v.	맞붙어 싸우다, 붙잡고 씨름하다	3
grassblade	n.	풀잎	3
gratefulness	n.	고마움	2
grates	v.	(귀에) 거슬리다, 삐걱거리다	3
gratifying	adj.	흐뭇한, 만족스러운	2
grave-robbery	n.	무덤 도굴	3
grave-yard	n.	묘지	2
graven	adj.	새겨진, 조각된(graven image=조각상, 옛말)	3
gravest	adj.	가장 심각한, 가장 엄숙한	2
grease-soiled	adj.	기름때 묻은	3
greatness	n.	위대함	2
greenwood	n.	푸른 숲(문학어)	3
grievous	adj.	심한, 통탄할, 슬픈	3
grimly	adv.	엄하게, 무섭게, 굳은 표정으로	2
grit	v., n.	(이를) 갈다, 근성, 모래알	2
growled	v.	으르렁거리다, 투덜대다	2
grownup	n., adj.	어른, 어른의	1
grub	n.	음식, 먹을 것(속어)	3
grumbled	v.	투덜거리다	2
grumblings	n.	투덜거림	2
grunted	v.	끙 소리를 내다, 툴툴대다	2
grunting	v., n.	끙끙거리다, 툴툴대는 소리	2
guessing	v., n.	추측하다, 추측	1
guests	n.	손님	1
guidance	n.	지도, 안내	2
guile	n.	교활함, 속임수	3
guileful	adj.	교활한	3
guiltiest	adj.	가장 죄책감 드는, 가장 죄 많은	2
gully-keeper	n.	걸리키퍼(아이들 놀이 이름)	3
gunwale	n.	뱃전(배의 윗가장자리)	3
gwine	v.	~할 것이다(going to의 흑인 사투리)	3
gymnastic	adj.	체조의, 곡예 같은	2
hail-storm	n.	우박 폭풍	2
hair-trigger	n.	살짝만 당겨도 발사되는 방아쇠	3
half-clad	adj.	옷을 반쯤만 걸친	3
half-cured	adj.	반쯤 말린(담뱃잎)	3
half-formed	adj.	어렴풋한, 반쯤 형성된	3
half-hour	n.	30분	1
half-rotten	adj.	반쯤 썩은	2
halfhour	n.	30분	1
hamlets	n.	작은 마을	3
hand-kerchiefs	n.	손수건	2
handbarrow	n.	들것, 손수레	3
handbreadth	n.	손 너비(약 10cm)	3
handsprings	n.	손 짚고 재주넘기	3
hanging'll	n., v.	교수형이 ~할 것이다(hanging will의 축약)	3
hard-eyed	adj.	눈매가 매서운	3
hard-fought	adj.	치열하게 싸운	2
hard-hearted	adj.	냉혹한, 무정한	2
hardest	adj., adv.	가장 힘든, 가장 세게	1
hark	int., v.	들어봐!, 귀 기울여라(옛말)	3
hatchet	n.	손도끼	2
haunches	n.	엉덩이와 허벅지(웅크린 자세)	3
hayloft	n.	건초 다락	3
hays	n.	헤이스(고양이에게 돌 던진 노인, 사람 이름)	3
head-line	n.	뱃머리 밧줄(선박 용어)	3
headway	n.	전진, 진척	2
health-journals	n.	건강 잡지	3
hearse	n.	영구차	3
heart-breakers	n.	남자 마음을 홀리는 아가씨들	3
heart-sinking	n., adj.	낙담, 가슴이 철렁함, 낙담하는	3
hearth-stones	n.	벽난로 바닥돌, 가정	3
heartier	adj.	더 다정한, 더 힘찬	2
hearties	n.	여보게들(뱃사람끼리 부르는 말)	3
heartily	adv.	진심으로, 실컷	2
heathen	n., adj.	이교도, 야만인	3
heavenward	adv.	하늘 쪽으로	3
heedful	adj.	주의 깊은	3
heedless	adj.	개의치 않는, 부주의한	3
hellum-a-lee	int.	키를 바람 반대쪽으로!(helm-a-lee, 뱃사람 구령)	3
here'll	adv., v.	여기 ~할 것이다(here will의 축약)	2
hesitated	v.	망설이다	1
hi-yi	int.	야, 이봐(놀리는 소리)	3
hickory	n.	히코리 나무(호두나무과, 회초리 재료)	3
hideously	adv.	끔찍하게, 흉측하게	3
high-backed	adj.	등받이가 높은	2
high-toned	adj.	고상한, 격이 높은	3
highroad	n.	큰길, 대로	3
hilarious	adj.	아주 우스운, 신나는	2
hilarity	n.	왁자지껄한 웃음, 유쾌함	3
hillside	n.	산비탈	2
hispy	n.	하이스파이(숨바꼭질 비슷한 아이들 놀이, hi-spy)	3
hist	int.	쉿!(조용히 하라는 소리, 옛말)	3
hitched	v.	매다, 묶다, (몸을) 움찔 옮기다	2
hive	v., n.	(벌집에 넣듯) 가두다, 모아 두다, 벌집	2
hodges	n.	하지스(Jimmy Hodges, 죽은 소년의 성)	3
hokey	int.	이런, 정말(by hokey: 가벼운 맹세말)	3
holt	n.	붙잡음(hold의 사투리, get holt of=붙잡다)	3
homage	n.	경의, 존경	3
home-sickness	n.	향수병	2
homely	adj.	못생긴, 수수한(미국 영어)	3
homesickness	n.	향수병	2
honorable	adj.	명예로운, 훌륭한	2
hoop	n.	굴렁쇠, 테	2
hoop-stick	n.	굴렁쇠 막대	3
hooper	n.	후퍼(Hooper Street, 마을 거리 이름)	3
hop-skip-and-jump	n.	세단뛰기(뛰기 놀이)	3
hopkins	n.	홉킨스(Mother Hopkins, 마녀로 소문난 노파)	3
horse-pistols	n.	마상 권총(큰 권총)	3
horsemen	n.	말 탄 사람들	2
hospitable	adj.	환대하는, 친절한	2
hosts	n.	무리, 군세, (손님 맞는) 주인	2
hound	n.	사냥개	2
hour-glass	n.	모래시계	2
how'll	adv., v.	어떻게 ~할까(how will의 축약)	2
hubbub	n.	왁자지껄, 소란	3
huddled	v., adj.	웅크리다, 옹기종기 모인	2
humpbacked	adj.	곱사등의	3
hurrah	int., n.	만세, 환호	2
hurricane	n.	허리케인, 폭풍	2
hurricane-deck	n.	허리케인 갑판(증기선 맨 위 갑판)	3
hyro	n.	하이로(Huck이 hieroglyphics를 되묻다 끊긴 말)	3
i's	pron., v.	나는 ~이다(I is/I am의 흑인 사투리)	3
ice-cream	n.	아이스크림	1
icehouse	n.	얼음 창고	3
idleness	n.	게으름, 빈둥거림	2
idlers	n.	빈둥거리는 사람, 게으름뱅이	3
idol	n.	우상, 숭배 대상	2
ill-bred	adj.	버릇없는, 예의 없는	3
imbittered	adj., v.	쓰라리게 된, 비참하게 하다(embittered의 옛 철자)	3
imitations	n.	흉내, 모방	2
immediate	adj.	즉각적인, 바로 옆의	1
imminence	n.	임박, 절박함	3
immortal	adj.	불멸의, 영원한	2
immunity	n.	면제(벌을 안 받음), 면역	2
impaired	adj., v.	손상된, 약화시키다	2
imparted	v.	전하다, 주다	3
imperfect	adj.	불완전한	2
imperishable	adj.	불멸의, 사라지지 않는	3
impossibility	n.	불가능(한 일)	2
impressively	adv.	인상 깊게, 위엄 있게	2
improved	adj., v.	(차림새가) 나아진, 개선하다	2
improving	adj., v.	교훈적인, 유익한, 개선하다	2
impudence	n.	뻔뻔함, 건방짐	3
inarticulately	adv.	알아듣지 못하게, 웅얼거리며	3
inclination	n.	마음이 기움, 성향	2
inclined	adj., v.	~하고 싶은, 기울어진	2
income	n.	수입, 소득	1
inconceivable	adj.	상상할 수 없는	3
incongruous	adj.	어울리지 않는, 부조화의	3
