cell	n.	감방, 작은 방	1
cellar-door	n.	지하실 문	2
centuries	n.	세기, 100년(century의 복수)	1
ceremonies	n.	의식, 예식	1
cert'nly	adv.	확실히, 물론(certainly의 구어 발음 철자)	3
certified	adj., v.	보증된, 증명된, 증명하다(certify의 과거)	2
ch-chow-wow	int.	칙칙 푹푹(증기선 소리 흉내, 의성어)	3
chafings	n.	안달, 짜증, 답답함(chafing의 복수)	3
chains	n.	사슬, 쇠사슬	1
channel	n.	수로, 물길, 해협	2
charily	adv.	조심스럽게, 신중하게	3
chartered	v., adj.	전세 내다, 전세 낸(charter의 과거)	2
chaw	v., n.	씹다(chew의 사투리), 씹는담배 한 입	3
cheapened	v.	값싸게 만들다, 값어치를 떨어뜨리다(cheapen의 과거)	2
checks	n., v.	저지, 억제, 점검, 확인하다	1
chewing-gum	n.	껌	1
chiefest	adj.	으뜸가는, 가장 주된(chief의 최상급, 옛말)	3
chimed	v.	(종이) 울리다, 맞장구치다(chime의 과거)	2
chinks	n.	틈, 갈라진 틈새	3
chipped	v.	쪼다, 깎다, 이가 빠지다(chip의 과거)	2
chips	n.	조각, 부스러기, 나뭇조각	1
chirped	v.	짹짹거리다, 지저귀다(chirp의 과거)	2
chirping	v., n.	짹짹거림, 지저귐	2
chopped	v.	찍다, 잘게 자르다(chop의 과거)	1
chorus	n.	합창, 이구동성	1
chow-ch-chow-chow	int.	칙칙 푹푹(증기선 소리 흉내, 의성어)	3
chow-ow-ow	int.	칙칙 푹푹(증기선 소리 흉내, 의성어)	3
christ	n.	그리스도, 예수	1
chronic	adj.	만성의, 상습적인	2
chronicle	n., v.	연대기, 기록, 기록하다	3
chuckled	v.	킬킬 웃다(chuckle의 과거)	2
ciphered	v.	계산하다, 셈하다(cipher의 과거, 미국 옛말)	3
circumference	n.	둘레, 원주	2
circumstantial	adj.	정황의, 상세한	3
cities	n.	도시(city의 복수)	1
citified	adj.	도시풍의, 도시물이 든	3
clammy	adj.	축축하고 차가운, 끈적끈적한	3
clamorous	adj.	시끄러운, 떠들썩한	3
clamping	v.	꽉 죄다, 꽉 다물다(clamp의 -ing)	2
clandestinely	adv.	몰래, 은밀히	3
clapping	v., n.	손뼉 치다, 박수	1
claps	v., n.	손뼉 치다, 박수, (천둥) 소리	1
clattered	v.	덜커덕거리다, 달가닥 소리를 내다(clatter의 과거)	2
cleancut	adj.	윤곽이 뚜렷한, 단정한(clean-cut)	2
cleanliness	n.	청결	2
clip	v., n.	자르다, 깎다, 빠른 속도(구어)	2
clock-tick	n.	시계 똑딱 소리	2
clodding	v.	흙덩이를 던지다(clod의 -ing)	3
close-buttoned	adj.	단추를 꼭 채운	2
cloudrack	n.	흘러가는 조각구름(cloud-rack, 문학어)	3
coat-tails	n.	코트 자락, 웃옷 뒷자락	2
cob	n.	옥수수 속대(파이프 재료)	2
cobwebs	n.	거미줄	2
cocked	v., adj.	치켜세우다, 비스듬히 쓰다, (총의) 공이치기를 젖힌	2
colicky	adj.	배앓이하는, 복통의	3
colossal	adj.	거대한, 엄청난	2
columbus	n.	콜럼버스(인명)	1
combat	n., v.	전투, 싸움, 싸우다	2
combatants	n.	싸우는 사람들, 전투원	3
comet	n.	혜성	2
comforter	n.	목도리(옛말), 위로하는 사람, 이불	3
commanders	n.	지휘관, 사령관	2
commenced	v.	시작하다(commence의 과거)	2
compact	n., adj.	협약, 맹약, 빽빽한	2
companionless	adj.	동무 없는, 외로운	3
compass	n.	나침반, 범위	1
compassion-inspiring	adj.	동정심을 자아내는	3
compensate	v.	보상하다, 상쇄하다	2
compensations	n.	보상, 대가	2
complimentary	adj.	칭찬하는, 무료의	2
concealed	v., adj.	숨기다, 감춰진(conceal의 과거)	2
conceded	v.	인정하다, 양보하다(concede의 과거)	2
conceited	adj.	자만하는, 우쭐대는	2
concert	n.	음악회, 협조	1
condescend	v.	자기를 낮추다, 생색내며 ~하다	3
confessing	v.	고백하다, 자백하다	2
confidentially	adv.	은밀히, 비밀스럽게	2
confirmed	v., adj.	확인하다, 굳어진, 상습적인	2
conflict	n.	갈등, 싸움	1
confound	v., int.	당황하게 하다, 제기랄(가벼운 욕)	3
confusedly	adv.	혼란스럽게, 당황하여	2
congratulating	v.	축하하다	2
congress	n.	의회, 국회	2
conjectured	v.	추측하다(conjecture의 과거)	3
connected	v., adj.	연결하다, 관련된	1
conned	v.	자세히 읽다, 암기하다(con의 과거, 옛말)	3
