i	pron.	나	1
oh	int.	오, 아	1
i'll	pron., v.	나는 ~할 것이다(I will)	1
presently	adv.	곧, 이윽고, 잠시 후(옛말: 곧)	2
where	adv., conj.	어디에, ~하는 곳	1
village	n.	마을	1
i'm	pron., v.	나는 ~이다(I am)	1
i'd	pron., v.	나는 ~할 텐데(I would/I had)	1
i've	pron., v.	나는 ~했다(I have)	1
pirate	n.	해적	1
ben	n.	벤(인명, Ben Rogers)	1
toward	prep.	~쪽으로, ~을 향하여	1
mighty	adj., adv.	강력한, 대단한, 몹시(미국 구어)	2
mr	n.	~씨(Mr.)	1
candle	n.	양초	1
fence	n.	울타리	1
kin	v., n.	~할 수 있다(can의 사투리), 친척	3
wood	n.	나무, 숲	1
lad	n.	소년, 젊은이	2
lane	n.	좁은 길, 골목	2
bit	n.	조금, 조각, 잠깐	1
clothe	v.	옷을 입히다, (clothes) 옷	2
strike	v.	치다, 때리다, (시계가) 시를 알리다	1
dig	v.	파다	1
roun	adv., prep.	둘레에, 주위에(round/around의 사투리)	3
auntie	n.	아주머니, 이모(aunt의 애칭)	2
gather	v.	모으다, 모이다, 짐작하다	1
sometime	adv.	언젠가	1
steal	v.	훔치다, 몰래 움직이다	1
tick	n., v.	진드기, (시계가) 똑딱거리다	2
midnight	n.	자정	1
grave	n., adj.	무덤, 엄숙한	2
ha'nt	n., v.	유령, 귀신 들리다(haunt의 사투리)	3
lick	v., n.	때리다, 이기다(구어), 핥다, 매질	2
warn't	v.	~이 아니었다(wasn't/weren't의 사투리)	3
awhile	adv.	잠시, 잠깐	2
discovered	v.	발견했다, 알아냈다	1
sermon	n.	설교	2
trifle	n., v.	사소한 것, 조금, 가지고 놀다	3
continued	v.	계속했다	1
creep	v.	살금살금 기다, 기어가다	2
devil	n.	악마, 녀석	1
dollar	n.	달러	1
hunt	v., n.	사냥하다, 찾아다니다, 수색	1
skiff	n.	작은 배, 소형 보트	3
tooth	n.	이, 이빨	1
whitewash	v., n.	회칠하다, 백색 도료	3
becuz	conj.	왜냐하면(because의 사투리)	3
circus	n.	서커스	1
crowd	n., v.	군중, 무리, 몰려들다	1
minister	n.	목사, 성직자	2
remark	v., n.	말하다, 발언	2
robber	n.	강도, 도둑	1
shore	n.	물가, 강가, 해안	1
swim	v.	헤엄치다	1
added	v.	덧붙여 말했다, 더했다	1
besides	adv., prep.	게다가, ~외에	1
by-and-by	adv.	이윽고, 곧, 나중에(옛말)	3
noon	n.	정오, 낮 12시	1
thomas	n.	토머스(인명, Tom의 본명)	1
toe	n.	발가락	1
yard	n.	마당, 뜰, 야드(길이 단위)	1
considered	v.	여겼다, 생각했다	1
exclaimed	v.	외쳤다, 소리쳤다	2
scare	v., n.	겁주다, 놀라게 하다, 공포	1
wart	n.	사마귀(피부)	3
arrived	v.	도착했다	1
cautiously	adv.	조심스럽게	2
clay	n.	진흙, 점토	2
disappeared	v.	사라졌다	1
